pack_id,title,category_id,category_name,level,primary_skill,original_price,current_sale_price,current_discount_pct,sale_price,discount_pct,is_current_price,market_demand_score,market_avg_roi,market_course_count,expected_conversion_rate,simulated_conversion_rate,expected_buyers,scenario_support,expected_revenue,discount_gap_vs_current_pct,scenario_rank,revenue_index,price_action_hint,scenario_id
1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,149.99,99.99,33.3356,97.49,35.0,0,0.24690900000000002,83.6462,26,0.3793152852941176,0.19117647058823528,128.967197,340,12573.01,1.6644,11,0.83671,hold,11
1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,149.99,99.99,33.3356,134.99,10.0,0,0.24690900000000002,83.6462,26,0.25428532941176474,0.09705882352941177,86.457012,340,11670.83,-23.3356,12,0.776672,increase,12
1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,149.99,99.99,33.3356,93.74,37.5,0,0.24690900000000002,83.6462,26,0.31850696470588236,0.15588235294117647,108.292368,340,10151.33,4.1644,13,0.675552,decrease,13
1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,149.99,99.99,33.3356,89.99,40.0,0,0.24690900000000002,83.6462,26,0.23213471470588237,0.09705882352941177,78.925803,340,7102.53,6.6644,14,0.47266,decrease,14
1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,149.99,99.99,33.3356,82.49,45.0,0,0.24690900000000002,83.6462,26,0.1497500088235294,0.05588235294117647,50.915003,340,4199.98,11.6644,15,0.279501,decrease,15
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,224.99,25.0,0,0.24690900000000002,83.6462,26,0.5339034529411765,0.36470588235294116,181.527174,340,40841.8,-8.3344,1,1.226237,increase,16
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,217.49,27.5,0,0.24690900000000002,83.6462,26,0.5501187205882353,0.3764705882352941,187.040365,340,40679.41,-5.8344,2,1.221362,increase,17
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,232.49,22.5,0,0.24690900000000002,83.6462,26,0.5068666647058824,0.25,172.334666,340,40066.09,-10.8344,3,1.202947,increase,18
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,209.99,30.0,0,0.24690900000000002,83.6462,26,0.5470154352941177,0.3205882352941177,185.985248,340,39055.04,-3.3344,4,1.172592,increase,19
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,239.99,20.0,0,0.24690900000000002,83.6462,26,0.44883033529411764,0.25882352941176473,152.602314,340,36623.03,-13.3344,5,1.099573,increase,20
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,202.49,32.5,0,0.24690900000000002,83.6462,26,0.5172444470588236,0.2529411764705882,175.863112,340,35610.52,-0.8344,6,1.069173,hold,21
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,199.99,33.3344,1,0.24690900000000002,83.6462,26,0.48982741764705884,0.2411764705882353,166.541322,340,33306.6,0.0,7,1.0,hold,22
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,247.49,17.5,0,0.24690900000000002,83.6462,26,0.37083679705882355,0.17647058823529413,126.084511,340,31204.66,-15.8344,8,0.936891,increase,23
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,194.99,35.0,0,0.24690900000000002,83.6462,26,0.45872629117647057,0.20588235294117646,155.966939,340,30411.99,1.6656,9,0.913092,hold,24
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,254.99,15.0,0,0.24690900000000002,83.6462,26,0.2998885911764706,0.12941176470588237,101.962121,340,25999.32,-18.3344,10,0.780606,increase,25
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,262.49,12.5,0,0.24690900000000002,83.6462,26,0.2525141117647059,0.12941176470588237,85.854798,340,22536.03,-20.8344,11,0.676624,increase,26
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,187.49,37.5,0,0.24690900000000002,83.6462,26,0.35025260882352943,0.12058823529411765,119.085887,340,22327.41,4.1656,12,0.67036,decrease,27
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,269.99,10.0,0,0.24690900000000002,83.6462,26,0.20505209117647058,0.07352941176470588,69.717711,340,18823.08,-23.3344,13,0.565146,increase,28
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,179.99,40.0,0,0.24690900000000002,83.6462,26,0.3066810882352941,0.11764705882352941,104.27157,340,18767.84,6.6656,14,0.563487,decrease,29
2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,299.99,199.99,33.3344,164.99,45.0,0,0.24690900000000002,83.6462,26,0.2149925294117647,0.08235294117647059,73.09746,340,12060.35,11.6656,15,0.362101,decrease,30
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,218.74,12.5,0,0.9328539999999998,92.5306,49,0.8419950176470588,0.7705882352941177,286.278306,340,62620.52,-15.5011,1,1.442704,increase,31
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,224.99,10.0,0,0.9328539999999998,92.5306,49,0.8106140323529412,0.6647058823529411,275.608771,340,62009.22,-18.0011,2,1.42862,increase,32
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,212.49,15.0,0,0.9328539999999998,92.5306,49,0.8504827882352941,0.7735294117647059,289.164148,340,61444.49,-13.0011,3,1.415609,increase,33
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,206.24,17.5,0,0.9328539999999998,92.5306,49,0.8426299970588235,0.7411764705882353,286.494199,340,59086.56,-10.5011,4,1.361285,increase,34
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,199.99,20.0,0,0.9328539999999998,92.5306,49,0.8169067441176471,0.7088235294117647,277.748293,340,55546.88,-8.0011,5,1.279735,increase,35
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,193.74,22.5,0,0.9328539999999998,92.5306,49,0.791248955882353,0.6617647058823529,269.024645,340,52120.83,-5.5011,6,1.200803,increase,36
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,187.49,25.0,0,0.9328539999999998,92.5306,49,0.7593050735294118,0.6,258.163725,340,48403.12,-3.0011,7,1.115151,increase,37
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,181.24,27.5,0,0.9328539999999998,92.5306,49,0.7124165617647059,0.5352941176470588,242.221631,340,43900.25,-0.5011,8,1.01141,hold,38
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,179.99,28.0011,1,0.9328539999999998,92.5306,49,0.709271144117647,0.5411764705882353,241.152189,340,43404.98,0.0,9,1.0,hold,39
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,174.99,30.0,0,0.9328539999999998,92.5306,49,0.6203216323529412,0.43529411764705883,210.909355,340,36907.03,1.9989,10,0.850295,hold,40
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,168.74,32.5,0,0.9328539999999998,92.5306,49,0.5985563970588236,0.40294117647058825,203.509175,340,34340.14,4.4989,11,0.791157,decrease,41
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,162.49,35.0,0,0.9328539999999998,92.5306,49,0.5163044794117647,0.3235294117647059,175.543523,340,28524.07,6.9989,12,0.657161,decrease,42
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,156.24,37.5,0,0.9328539999999998,92.5306,49,0.5083719294117647,0.3088235294117647,172.846456,340,27005.53,9.4989,13,0.622176,decrease,43
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,149.99,40.0,0,0.9328539999999998,92.5306,49,0.49929116470588236,0.3264705882352941,169.758996,340,25462.15,11.9989,14,0.586618,decrease,44
3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,249.99,179.99,28.0011,137.49,45.0,0,0.9328539999999998,92.5306,49,0.46649378529411767,0.2735294117647059,158.607887,340,21807.0,16.9989,15,0.502408,decrease,45
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,216.99,22.5,0,0.24690900000000002,83.6462,26,0.5246818647058823,0.2823529411764706,178.391834,340,38709.24,1.0707,1,1.061045,hold,46
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,209.99,25.0,0,0.24690900000000002,83.6462,26,0.5248483882352941,0.3088235294117647,178.448452,340,37472.39,3.5707,2,1.027142,decrease,47
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,219.99,21.4293,1,0.24690900000000002,83.6462,26,0.48775189705882355,0.22647058823529412,165.835645,340,36482.18,0.0,3,1.0,hold,48
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,202.99,27.5,0,0.24690900000000002,83.6462,26,0.5273809647058824,0.3558823529411765,179.309528,340,36398.04,6.0707,4,0.997694,decrease,49
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,223.99,20.0,0,0.24690900000000002,83.6462,26,0.47012688823529414,0.2,159.843142,340,35803.27,-1.4293,5,0.981391,hold,50
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,195.99,30.0,0,0.24690900000000002,83.6462,26,0.5097321705882353,0.3411764705882353,173.308938,340,33966.82,8.5707,6,0.931052,decrease,51
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,230.99,17.5,0,0.24690900000000002,83.6462,26,0.40039783529411765,0.16470588235294117,136.135264,340,31445.88,-3.9293,7,0.861952,increase,52
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,188.99,32.5,0,0.24690900000000002,83.6462,26,0.48531064411764707,0.28823529411764703,165.005619,340,31184.41,11.0707,8,0.854785,decrease,53
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,181.99,35.0,0,0.24690900000000002,83.6462,26,0.41028087941176467,0.23823529411764705,139.495499,340,25386.79,13.5707,9,0.695868,decrease,54
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,237.99,15.0,0,0.24690900000000002,83.6462,26,0.30513578529411767,0.10588235294117647,103.746167,340,24690.55,-6.4293,10,0.676784,increase,55
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,174.99,37.5,0,0.24690900000000002,83.6462,26,0.36016125,0.18235294117647058,122.454825,340,21428.37,16.0707,11,0.587365,decrease,56
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,244.99,12.5,0,0.24690900000000002,83.6462,26,0.23189279705882354,0.052941176470588235,78.843551,340,19315.88,-8.9293,12,0.529461,increase,57
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,251.99,10.0,0,0.24690900000000002,83.6462,26,0.20784969117647062,0.08235294117647059,70.668895,340,17807.85,-11.4293,13,0.488125,increase,58
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,167.99,40.0,0,0.24690900000000002,83.6462,26,0.29578524411764706,0.13823529411764707,100.566983,340,16894.25,18.5707,14,0.463082,decrease,59
4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,279.99,219.99,21.4293,153.99,45.0,0,0.24690900000000002,83.6462,26,0.1888834970588235,0.08235294117647059,64.220389,340,9889.3,23.5707,15,0.271072,decrease,60
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,174.99,12.5,0,0.76633,99.125,12,0.8452827205882353,0.7205882352941176,287.396125,340,50291.45,-22.5018,1,2.411763,increase,61
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,179.99,10.0,0,0.76633,99.125,12,0.8130391941176471,0.6352941176470588,276.433326,340,49755.23,-25.0018,2,2.386048,increase,62
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,169.99,15.0,0,0.76633,99.125,12,0.8561093911764707,0.7705882352941177,291.077193,340,49480.21,-20.0018,3,2.372859,increase,63
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,164.99,17.5,0,0.76633,99.125,12,0.8385794382352941,0.7,285.117009,340,47041.46,-17.5018,4,2.255907,increase,64
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,159.99,20.0,0,0.76633,99.125,12,0.8102816294117646,0.6352941176470588,275.495754,340,44076.57,-15.0018,5,2.113724,increase,65
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,154.99,22.5,0,0.76633,99.125,12,0.7961634794117647,0.6147058823529412,270.695583,340,41955.11,-12.5018,6,2.011987,increase,66
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,149.99,25.0,0,0.76633,99.125,12,0.6782824411764705,0.49117647058823527,230.61603,340,34590.1,-10.0018,7,1.658793,increase,67
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,144.99,27.5,0,0.76633,99.125,12,0.6031228176470588,0.3735294117647059,205.061758,340,29731.9,-7.5018,8,1.425815,increase,68
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,139.99,30.0,0,0.76633,99.125,12,0.5641087764705882,0.36176470588235293,191.796984,340,26849.66,-5.0018,9,1.287595,increase,69
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,134.99,32.5,0,0.76633,99.125,12,0.47088842058823527,0.27647058823529413,160.102063,340,21612.18,-2.5018,10,1.036428,increase,70
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,129.99,35.0,0,0.76633,99.125,12,0.4749815794117647,0.27647058823529413,161.493737,340,20992.57,-0.0018,11,1.006714,hold,71
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,129.99,35.0018,1,0.76633,99.125,12,0.4718138323529412,0.2911764705882353,160.416703,340,20852.57,0.0,12,1.0,hold,72
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,124.99,37.5,0,0.76633,99.125,12,0.45490876764705884,0.27058823529411763,154.668981,340,19332.08,2.4982,13,0.927084,decrease,73
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,119.99,40.0,0,0.76633,99.125,12,0.40986562352941175,0.25882352941176473,139.354312,340,16721.12,4.9982,14,0.801873,decrease,74
5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,199.99,129.99,35.0018,109.99,45.0,0,0.76633,99.125,12,0.31925232352941174,0.17941176470588235,108.54579,340,11938.95,9.9982,15,0.572541,decrease,75
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,297.49,15.0,0,0.828213,98.9688,16,0.7001508117647058,0.6147058823529412,238.051276,340,70817.87,-13.5722,1,1.709651,increase,76
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,306.24,12.5,0,0.828213,98.9688,16,0.6703655764705883,0.5617647058823529,227.924296,340,69799.54,-16.0722,2,1.685067,increase,77
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,288.74,17.5,0,0.828213,98.9688,16,0.6909208647058823,0.5647058823529412,234.913094,340,67828.81,-11.0722,3,1.637491,increase,78
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,314.99,10.0,0,0.828213,98.9688,16,0.6294970882352942,0.4676470588235294,214.02901,340,67417.0,-18.5722,4,1.627549,increase,79
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,279.99,20.0,0,0.828213,98.9688,16,0.6503972323529412,0.5029411764705882,221.135059,340,61915.61,-8.5722,5,1.494737,increase,80
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,271.24,22.5,0,0.828213,98.9688,16,0.619655855882353,0.4647058823529412,210.682991,340,57145.65,-6.0722,6,1.379583,increase,81
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,262.49,25.0,0,0.828213,98.9688,16,0.5727068029411765,0.3911764705882353,194.720313,340,51112.13,-3.5722,7,1.233925,increase,82
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,253.74,27.5,0,0.828213,98.9688,16,0.5458674735294118,0.3735294117647059,185.594941,340,47092.86,-1.0722,8,1.136893,hold,83
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,249.99,28.5722,1,0.828213,98.9688,16,0.4873419852941177,0.3176470588235294,165.696275,340,41422.41,0.0,9,1.0,hold,84
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,244.99,30.0,0,0.828213,98.9688,16,0.4362164823529412,0.28823529411764703,148.313604,340,36335.35,1.4278,10,0.877191,hold,85
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,236.24,32.5,0,0.828213,98.9688,16,0.40456368823529415,0.23823529411764705,137.551654,340,32495.2,3.9278,11,0.784484,decrease,86
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,227.49,35.0,0,0.828213,98.9688,16,0.4000351911764706,0.21470588235294116,136.011965,340,30941.36,6.4278,12,0.746972,decrease,87
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,209.99,40.0,0,0.828213,98.9688,16,0.43144827058823526,0.2411764705882353,146.692412,340,30803.94,11.4278,13,0.743654,decrease,88
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,218.74,37.5,0,0.828213,98.9688,16,0.39887212352941176,0.21764705882352942,135.616522,340,29664.76,8.9278,14,0.716152,decrease,89
6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,349.99,249.99,28.5722,192.49,45.0,0,0.828213,98.9688,16,0.40287822058823536,0.22647058823529412,136.978595,340,26367.01,16.4278,15,0.63654,decrease,90
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,289.99,27.5,0,0.230267,98.5,1,0.3833152088235294,0.23529411764705882,130.327171,340,37793.58,2.4994,1,1.015111,decrease,91
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,299.99,25.0006,1,0.230267,98.5,1,0.3650219382352941,0.19411764705882353,124.107459,340,37231.0,0.0,2,1.0,hold,92
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,299.99,25.0,0,0.230267,98.5,1,0.3640617147058824,0.2,123.780983,340,37133.06,-0.0006,3,0.997369,hold,93
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,279.99,30.0,0,0.230267,98.5,1,0.38286244705882355,0.22058823529411764,130.173232,340,36447.2,4.9994,4,0.978948,decrease,94
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,309.99,22.5,0,0.230267,98.5,1,0.33785684411764705,0.19117647058823528,114.871327,340,35608.96,-2.5006,5,0.956433,increase,95
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,319.99,20.0,0,0.230267,98.5,1,0.29036617352941174,0.15294117647058825,98.724499,340,31590.85,-5.0006,6,0.848509,increase,96
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,269.99,32.5,0,0.230267,98.5,1,0.34092822647058824,0.13823529411764707,115.915597,340,31296.05,7.4994,7,0.840591,decrease,97
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,259.99,35.0,0,0.230267,98.5,1,0.3108315794117647,0.13529411764705881,105.682737,340,27476.45,9.9994,8,0.737999,decrease,98
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,249.99,37.5,0,0.230267,98.5,1,0.2909670617647059,0.14411764705882352,98.928801,340,24731.21,12.4994,9,0.664264,decrease,99
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,329.99,17.5,0,0.230267,98.5,1,0.19859743529411764,0.07647058823529412,67.523128,340,22281.96,-7.5006,10,0.598479,increase,100
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,239.99,40.0,0,0.230267,98.5,1,0.2448483470588235,0.09705882352941177,83.248438,340,19978.79,14.9994,11,0.536617,decrease,101
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,339.99,15.0,0,0.230267,98.5,1,0.16422354705882353,0.08235294117647059,55.836006,340,18983.68,-10.0006,12,0.509889,increase,102
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,349.99,12.5,0,0.230267,98.5,1,0.11010922352941177,0.04411764705882353,37.437136,340,13102.62,-12.5006,13,0.351928,increase,103
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,359.99,10.0,0,0.230267,98.5,1,0.08178044411764707,0.020588235294117647,27.805351,340,10009.65,-15.0006,14,0.268853,increase,104
7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,399.99,299.99,25.0006,219.99,45.0,0,0.230267,98.5,1,0.12922801764705882,0.058823529411764705,43.937526,340,9665.82,19.9994,15,0.259618,decrease,105
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,232.49,22.5,0,0.250718,100.0,7,0.5487316,0.4294117647058823,186.568744,340,43375.37,-10.8344,1,1.388068,increase,106
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,224.99,25.0,0,0.250718,100.0,7,0.5616574088235294,0.3911764705882353,190.963519,340,42964.88,-8.3344,2,1.374932,increase,107
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,217.49,27.5,0,0.250718,100.0,7,0.5717613264705883,0.3352941176470588,194.398851,340,42279.81,-5.8344,3,1.353009,increase,108
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,209.99,30.0,0,0.250718,100.0,7,0.5644265411764706,0.3,191.905024,340,40298.14,-3.3344,4,1.289593,increase,109
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,239.99,20.0,0,0.250718,100.0,7,0.4842337911764706,0.29411764705882354,164.639489,340,39511.83,-13.3344,5,1.26443,increase,110
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,247.49,17.5,0,0.250718,100.0,7,0.4253835794117647,0.27941176470588236,144.630417,340,35794.58,-15.8344,6,1.145473,increase,111
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,202.49,32.5,0,0.250718,100.0,7,0.509801155882353,0.25,173.332393,340,35098.08,-0.8344,7,1.123184,hold,112
9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,299.99,199.99,33.3344,199.99,33.3344,1,0.250718,100.0,7,0.45956314117647057,0.20294117647058824,156.251468,340,31248.73,0.0,8,1.0,hold,113
